feature_id,cosine,feature_desc
Phecode:772.6,0.021628346,Facial weakness
Phecode:794,0.021620287,"Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)"
RXNORM:389132,0.021572621,budesonide/formoterol
Phecode:571.51,0.021501209,Cirrhosis of liver without mention of alcohol
RXNORM:214199,0.021452324,albuterol/ipratropium
RXNORM:1008821,0.021437902,castor oil/peruvian balsam
Phecode:411,0.021343315,Ischemic Heart Disease
ShortName:Albumin - Fluid,0.021338108,Albumin - Fluid
LOINC:16362-6,0.021295146,LOINC:AMMONIA
LOINC:63378-4,0.021234632,LOINC:ERYTHROCYTE CLUMPS
CCS:81,0.021223298,Hemorrhoid procedures
Phecode:278.11,0.021072935,Morbid obesity
Phecode:315.3,0.021024966,Mental retardation
RXNORM:233698,0.020983419,dronedarone
Phecode:300.1,0.020960078,Anxiety disorder
Phecode:854,0.020910238,"Complications of cardiac/vascular device, implant, and graft"
Phecode:564.8,0.020872911,Abnormal findings on exam of gastrointestinal tract/ abdominal area
Phecode:446.8,0.020865733,Thrombotic microangiopathy
RXNORM:7531,0.020762566,nortriptyline
RXNORM:10831,0.020740995,sulfamethoxazole/trimethoprim
RXNORM:352364,0.020725459,buprenorphine/naloxone
CCS:195,0.020719478,Diagnostic ultrasound of urinary tract
Phecode:694,0.020686712,Dyschromia and Vitiligo
Phecode:420.21,0.020576518,Acute pericarditis
ShortName:Glucose - FS,0.020572748,ShortName:Glucose - FS
RXNORM:703,0.020362305,amiodarone
Phecode:292.6,0.020345853,Hallucinations
RXNORM:704,0.020322913,amitriptyline
Phecode:577.2,0.020286127,Chronic pancreatitis
Phecode:054,0.020185194,Herpes simplex
RXNORM:689953,0.020146514,polyethylene glycol 400/propylene glycol
Phecode:558,0.020140112,Noninfectious gastroenteritis
Phecode:272.14,0.020058835,Hyperchylomicronemia
Phecode:112.3,0.020054295,Candidiasis of skin and nails
Phecode:791,0.019991395,Gangrene
LOINC:31704-0,0.019986958,LOINC:WEST NILE VIRUS AB.IGM
Phecode:687.4,0.019912815,Disturbance of skin sensation
Phecode:759,0.019897004,Other and unspecified congenital anomalies
Phecode:204,0.019812431,Leukemia
Phecode:961.1,0.019759051,Poisoning/allergy of sulfonamides
Phecode:595,0.019752489,Hydronephrosis
Phecode:285.21,0.019615541,Anemia in chronic kidney disease
RXNORM:491498,0.019551864,carboxymethylcellulose sodium
ShortName:Neut - Band Form - Fra,0.019502849,Neut - Band Form - Fra
RXNORM:1331,0.019332508,barium sulfate
Phecode:446,0.019328632,Polyarteritis nodosa and allied conditions
RXNORM:73710,0.019233445,paricalcitol
Phecode:528.5,0.019149606,Diseases of lips
Phecode:149.1,0.019078621,Cancer of oropharynx
RXNORM:36709,0.019044443,sodium phosphate
Phecode:578.1,0.019022075,Hematemesis
RXNORM:593411,0.018964994,sitagliptin
Phecode:795.8,0.018960018,Abnormal tumor markers
RXNORM:6204,0.018896552,lactobacillus
Phecode:972.6,0.018838831,Antihypertensive agents causing adverse effects
Phecode:714,0.01871811,Rheumatoid arthritis and other inflammatory polyarthropathies
Phecode:916,0.018617281,Contusion
LOINC:19080-1,0.018572521,LOINC:CHORIOGONADOTROPIN
Phecode:733,0.018570256,Other disorders of bone and cartilage
LOINC:40459-0,0.018548791,LOINC:HEPATITIS B VIRUS DNA
Phecode:681.3,0.018505597,Cellulitis and abscess of arm/hand
Phecode:189.1,0.018469332,Cancer of kidney and renal pelvis
Phecode:592.11,0.018445739,Acute cystitis
Phecode:464,0.018445066,Acute sinusitis
RXNORM:1736351,0.018438915,glytrol
Phecode:697,0.018396739,Sarcoidosis
RXNORM:6922,0.018382418,metronidazole
Phecode:740.11,0.018380137,"Osteoarthrosis, localized, primary"
RXNORM:883815,0.018378204,dexamethasone/tobramycin
RXNORM:107011,0.018365638,nystatin/triamcinolone
Phecode:710,0.018242003,"Osteomyelitis, periostitis, and other infections involving bone"
Phecode:512.3,0.018228685,Abnormal chest sounds
Phecode:345.1,0.018189403,Epilepsy
RXNORM:72625,0.018165496,duloxetine
RXNORM:693579,0.018160603,simplythick
Phecode:281.9,0.018132462,Deficiency anemias
RXNORM:106467,0.018099597,pneumococcal vaccine
CCS:181,0.018092116,Myelogram
RXNORM:10767,0.018006889,triazolam
Phecode:110.13,0.017956166,Dermatophytosis of the body
Phecode:290.12,0.017937304,Dementia with cerebral degenerations
RXNORM:1727875,0.017882734,tetanus immune globulin
RXNORM:52582,0.017864322,mesalamine
Phecode:296.22,0.017726237,Major depressive disorder
RXNORM:42355,0.017718247,fluvoxamine
RXNORM:9641,0.017670208,selenium
RXNORM:36676,0.017653019,sodium bicarbonate
Phecode:278,0.017610338,"Overweight, obesity and other hyperalimentation"
Phecode:561.2,0.017563981,Flatulence
RXNORM:8013,0.017537366,pentoxifylline
Phecode:714.1,0.017537028,Rheumatoid arthritis
Phecode:303,0.017495943,Psychogenic and somatoform disorders
Phecode:348.4,0.017455781,Cerebral cysts
RXNORM:20063,0.01741862,calcium polycarbophil
RXNORM:662263,0.017395142,dorzolamide/timolol
LOINC:16935-9,0.0173143,LOINC:HEPATITIS B VIRUS SURFACE AB
Phecode:709.2,0.017307037,Sicca syndrome
Phecode:440,0.017279883,Atherosclerosis
CCS:89,0.017233007,Exploratory laparotomy
Phecode:253,0.017219517,Disorders of the pituitary gland and its hypothalamic control
Phecode:585.34,0.017193563,"Chronic Kidney Disease, Stage IV"
Phecode:204.4,0.01717545,Multiple myeloma
RXNORM:6972,0.017145887,mineral oil
Phecode:737.2,0.017140619,Lordosis (acquired)
Phecode:365.11,0.017110679,Primary open angle glaucoma
LOINC:3520-4,0.01707949,LOINC:CYCLOSPORINE
Phecode:750.21,0.017024519,Congenital anomalies of intestine
Phecode:711.3,0.016983935,Behcet's syndrome
Phecode:071,0.016960629,Human immunodeficiency virus [HIV] disease
RXNORM:684879,0.016937641,pyridoxine
Phecode:313.1,0.016937328,Attention deficit hyperactivity disorder
Phecode:560.4,0.016876947,Other intestinal obstruction
Phecode:473.3,0.0168646,Paralysis/spasm of vocal cords or larynx
RXNORM:1300701,0.016834639,lorcaserin
Phecode:331,0.016820057,Other cerebral degenerations
Phecode:295,0.016801403,Schizophrenia and other psychotic disorders
Phecode:939,0.016789814,Atopic/contact dermatitis due to other or unspecified
Phecode:296,0.01676693,Mood disorders
RXNORM:10737,0.016725304,trazodone
RXNORM:689978,0.016669501,potassium phosphate/sodium biphosphate/sodium phosphate
Phecode:305.21,0.016660823,Anorexia nervosa
RXNORM:134615,0.016659262,brimonidine
RXNORM:8691,0.016631711,primidone
RXNORM:1538097,0.01662003,vedolizumab
Phecode:573.2,0.016573544,Liver replaced by transplant
CCS:229,0.016567381,Nonoperative removal of foreign body
RXNORM:591622,0.016544123,varenicline
RXNORM:1432342,0.016490697,"reservoir,t:slim"
RXNORM:1723735,0.016434405,ixazomib
CCS:108,0.01640389,Indwelling catheter
RXNORM:1894,0.016401063,calcitriol
RXNORM:305064,0.016376159,castellani paint
Phecode:575.6,0.016375984,Cholesterolosis of gallbladder
RXNORM:6135,0.016374089,ketoconazole
RXNORM:281,0.016355754,acyclovir
Phecode:530.3,0.016254607,Stricture and stenosis of esophagus
Phecode:442.4,0.016221646,Arterial dissection
Phecode:272.13,0.016215383,Mixed hyperlipidemia
RXNORM:5764,0.016179977,indapamide
Phecode:429.1,0.016174783,Heart transplant/surgery
Phecode:277.7,0.016167062,Dysmetabolic syndrome X
Phecode:379.1,0.01613725,Scleritis and episcleritis
RXNORM:1114195,0.016098048,rivaroxaban
RXNORM:6581,0.016088879,magnesium hydroxide
CCS:210,0.016088035,Other radioisotope scan
Phecode:189.21,0.016070747,Malignant neoplasm of bladder
RXNORM:41397,0.016012181,lactase
Phecode:702.4,0.016008533,Degenerative skin disorders
Phecode:747.2,0.015985618,Congenital anomalies of peripheral vascular system
Phecode:1005,0.01595611,Other symptoms
RXNORM:68446,0.01589319,pemetrexed
RXNORM:9947,0.015836595,sotalol
RXNORM:3616,0.01576281,dobutamine
RXNORM:709312,0.015724232,diaper
RXNORM:53654,0.01572289,nevirapine
Phecode:440.21,0.015670126,Atherosclerosis of native arteries of the extremities with ulceration or gangrene
Phecode:592.1,0.015656805,Cystitis
Phecode:368.91,0.015613498,Psychophysical visual disturbances
Phecode:870.8,0.015594173,Open wound of genital organs
RXNORM:1658460,0.015537375,olodaterol/tiotropium
RXNORM:1425488,0.015480453,hydrophilic petrolatum/mineral oil
CCS:36,0.015472618,Lobectomy or pneumonectomy
CCS:85,0.015443698,Inguinal and femoral hernia repair
CCS:88,0.01542852,Abdominal paracentesis
Phecode:290.16,0.01540905,Vascular dementia
Phecode:523.31,0.015359416,Acute periodontitis
CCS:103,0.015345037,Nephrotomy and nephrostomy
Phecode:381.1,0.015336994,Otitis media
Phecode:296.2,0.015313203,Depression
Phecode:283,0.015308523,Acquired hemolytic anemias
Phecode:353.1,0.015282308,Nerve plexus lesions
RXNORM:70727,0.015277763,fiber
RXNORM:341248,0.015251044,ezetimibe
RXNORM:83008,0.015229399,bicalutamide
LOINC:2915-7,0.015214446,LOINC:RENIN
RXNORM:214582,0.015198086,glatiramer
RXNORM:712608,0.015173245,sharps container
RXNORM:1373478,0.015148334,dimethyl fumarate
LOINC:20513-8,0.01514135,LOINC:TURBIDITY
RXNORM:194731,0.015079819,biotene
Phecode:556,0.015071667,Ulceration of the lower GI tract
RXNORM:61381,0.01502186,olanzapine
Phecode:550.5,0.01498526,Ventral hernia
LOINC:2284-8,0.014960265,LOINC:FOLATE
RXNORM:25120,0.014957047,flunisolide
RXNORM:10311,0.014952314,tablet
LOINC:10998-3,0.014947895,LOINC:OXYCODONE
LOINC:10535-3,0.014931644,LOINC:DIGOXIN
Phecode:250.7,0.014927712,Diabetic retinopathy
Phecode:323.2,0.014885811,Acute (transverse) myelitis
RXNORM:42955,0.014878733,levocarnitine
RXNORM:495881,0.014825997,sorafenib
RXNORM:690521,0.014691635,skin protective
RXNORM:11246,0.014689514,vitamin a
Phecode:348.9,0.014665093,"Other conditions of brain, NOS"
RXNORM:2447,0.01461709,cholestyramine
RXNORM:168,0.014561685,acetic acid
Phecode:272.9,0.014561447,Unspecified disorder of lipoid metabolism
Phecode:352.2,0.014552291,Facial nerve disorders [CN7]
RXNORM:16681,0.014436632,acarbose
Phecode:579.8,0.014433087,Nonspecific abnormal findings in stool contents
Phecode:750.11,0.014388207,Esophageal atresia/tracheoesophageal fistula
Phecode:578.2,0.014372598,Blood in stool
Phecode:599.5,0.014307829,Frequency of urination and polyuria
Phecode:281.12,0.014290252,Other vitamin B12 deficiency anemia
Phecode:555,0.014267888,Inflammatory bowel disease and other gastroenteritis and colitis
Phecode:202.21,0.014246683,Nodular lymphoma
Phecode:614.5,0.014229438,"Inflammatory disease of cervix, vagina, and vulva"
RXNORM:1876119,0.014209359,etelcalcetide
LOINC:3184-9,0.014102549,LOINC:ACTIVATED CLOTTING TIME
RXNORM:623400,0.014094084,lacosamide
Phecode:440.2,0.014086279,Atherosclerosis of the extremities
Phecode:420.3,0.013946901,Endocarditis
RXNORM:49247,0.013941027,dofetilide
Phecode:444.2,0.013895028,Embolism and thrombosis of abdominal aorta
Phecode:1015,0.013877044,Effects of other external causes
Phecode:577.1,0.013838787,Acute pancreatitis
RXNORM:25126,0.013724083,fluocinolone
Phecode:695.4,0.013699525,Lupus (localized and systemic)
RXNORM:535,0.013684728,alpha 1-antitrypsin
RXNORM:7407,0.013675547,nicotine
Phecode:573.3,0.013648986,Hepatomegaly
LOINC:20512-0,0.013644931,LOINC:TURBIDITY
ShortName:Lipase,0.013606765,Lipase
Phecode:345.11,0.013601616,Generalized convulsive epilepsy
Phecode:374.1,0.01355615,Ectropion or entropion
Phecode:750.14,0.013553984,Congenital anomalies of esophagus
Phecode:723.1,0.013516249,Torticollis
Phecode:272.12,0.013507895,Hyperglyceridemia
RXNORM:19257,0.013502286,bethanechol
RXNORM:167,0.013445934,acetazolamide
LOINC:14611-8,0.013420382,LOINC:NUCLEAR AB PATTERN
Phecode:446.5,0.013391036,Giant cell arteritis
RXNORM:139825,0.01337092,insulin detemir
CCS:123,0.013360656,Other operations on fallopian tubes
Phecode:601.4,0.013358403,Balanoposthitis
LOINC:802-9,0.013332989,LOINC:SPHEROCYTES
RXNORM:1300786,0.013321764,mirabegron
Phecode:481,0.013187697,Influenza
RXNORM:475342,0.013179272,dasatinib
RXNORM:74667,0.013122915,zaleplon
RXNORM:32937,0.013082797,paroxetine
RXNORM:69120,0.01307826,tiotropium
RXNORM:35619,0.013062218,rifaximin
LOINC:25145-4,0.013059262,LOINC:BACTERIA
LOINC:13945-1,0.013038437,LOINC:ERYTHROCYTES
Phecode:446.9,0.013002274,Arteritis NOS
RXNORM:614391,0.012983117,abatacept
LOINC:2110-5,0.012974616,LOINC:CHORIOGONADOTROPIN.BETA SUBUNIT (PREGNANCY TEST)
Phecode:803.1,0.012945502,Fracture of humerus
RXNORM:1388,0.012943736,lindane
Phecode:333.1,0.012938614,Essential tremor
Phecode:743.9,0.012885201,Osteopenia or other disorder of bone and cartilage
Phecode:690,0.012856053,Erythematosquamous dermatosis
RXNORM:7617,0.012830906,octreotide
Phecode:198.1,0.012814107,Secondary malignancy of lymph nodes
Phecode:253.11,0.012811141,Acromegaly and gigantism
ShortName:Microalbumin,0.012788544,ShortName:Microalbumin
Phecode:448,0.012782604,Disease of capillaries
RXNORM:41126,0.012747085,fluticasone
RXNORM:1000104,0.012741302,incobotulinumtoxina
RXNORM:39993,0.012721875,zolpidem
Phecode:292.3,0.012717971,Memory loss
RXNORM:9863,0.012684549,sodium chloride
Phecode:433.1,0.012682507,Occlusion and stenosis of precerebral arteries
Phecode:318,0.012664421,Tobacco use disorder
ShortName:Interferon,0.012656331,Interferon
Phecode:279.11,0.012635761,Deficiency of humoral immunity
Phecode:571.8,0.012621687,Liver abscess and sequelae of chronic liver disease
RXNORM:1051057,0.012614039,meningococcal polysaccharide conjugate
RXNORM:6759,0.012582807,mepivacaine
Phecode:1014,0.012580667,"Effects of heat, cold and air pressure"
Phecode:344,0.012576979,Other paralytic syndromes
RXNORM:7213,0.012567514,ipratropium
RXNORM:115698,0.012564686,ziprasidone
RXNORM:108118,0.012523268,mometasone
Phecode:324,0.012479806,Other CNS infection and poliomyelitis
RXNORM:10582,0.012477274,levothyroxine
LOINC:8247-9,0.012468847,LOINC:MUCUS
LOINC:34173-5,0.012414723,LOINC:MIXED CELLULAR CASTS
Phecode:251.1,0.0124126,Hypoglycemia
Phecode:430.3,0.012407532,Subdural hemorrhage
Phecode:726.1,0.012382371,Enthesopathy
Phecode:174,0.012359171,Breast cancer
Phecode:269,0.012354905,Proteinuria
Phecode:958.1,0.012354425,Postoperative shock
Phecode:736,0.012323096,Other acquired deformities of limbs
RXNORM:5666,0.012252861,immunoglobulin g
Phecode:389.4,0.01224283,Tinnitus
Phecode:452.8,0.012230599,Postphlebitic syndrome
CCS:46,0.012205913,Coronary thrombolysis
Phecode:429.9,0.012182054,"Cardiac complications, not elsewhere classified"
RXNORM:1897,0.0121587,calcium carbonate
Phecode:301.2,0.012093071,Antisocial/borderline personality disorder
Phecode:250.11,0.012059104,Type 1 diabetes with ketoacidosis
Phecode:374,0.01202257,Other disorders of eyelids
LOINC:32167-9,0.011993411,LOINC:CLARITY
Phecode:530.7,0.011991847,Gastroesophageal laceration-hemorrhage syndrome
Phecode:707.2,0.011951077,Chronic ulcer of leg or foot
RXNORM:1323,0.01194899,bandage
Phecode:473.1,0.011941055,Chronic laryngitis
Phecode:751.21,0.011910236,Cystic kidney disease
Phecode:187.1,0.011890677,Malignant neoplasm of unspecified male genital organ
RXNORM:25033,0.011881738,cefixime
Phecode:303.4,0.011863983,Somatoform disorder
RXNORM:140587,0.011848901,celecoxib
Phecode:304,0.011829988,Adjustment reaction
Phecode:053,0.011825578,Herpes zoster
RXNORM:19711,0.011785105,amoxicillin/clavulanate
Phecode:540.11,0.011767066,Acute appendicitis
Phecode:732.1,0.011760034,Juvenile osteochondrosis
Phecode:681.7,0.011745745,Cellulitis and abscess of trunk
RXNORM:640062,0.011730989,regadenoson
RXNORM:599964,0.011730683,irrigation sleeve
RXNORM:1444006,0.011697744,zoster vaccine
RXNORM:6916,0.011688127,metolazone
RXNORM:692107,0.011673647,"clamp,bag"
Phecode:859,0.011664903,Complication due to other implant and internal device
Phecode:313,0.011601397,Pervasive developmental disorders
CCS:132,0.011601136,"Other OR therapeutic procedures, female organs"
RXNORM:151004,0.011596638,bath oil
Phecode:749,0.01158726,Congenital anomalies of face and neck
RXNORM:6448,0.01157793,lithium
RXNORM:692153,0.011565626,glucose/ketone test
LOINC:6561-5,0.011562968,LOINC:TREPONEMA PALLIDUM AB.IGG
RXNORM:690738,0.011537765,lanolin/mineral oil/petrolatum/triethanolamine
Phecode:513,0.011535913,Respiratory abnormalities
LOINC:24312-1,0.011517937,LOINC:TREPONEMA PALLIDUM AB
RXNORM:235368,0.011501276,multivitamin w/minerals
RXNORM:7804,0.011487382,oxycodone
RXNORM:1007802,0.011448754,dextran 70/glycerin/hypromellos
Phecode:153.3,0.011437794,"Malignant neoplasm of rectum, rectosigmoid junction, and anus"
Phecode:696.3,0.011410985,Pityriasis
Phecode:285.8,0.011393889,Hemoglobinuria
Phecode:313.3,0.011380217,Autism
RXNORM:11065,0.0113801,ursodiol
Phecode:369.5,0.011322208,"Conjunctivitis, infectious"
RXNORM:8896,0.011269666,pseudoephedrine
Phecode:010,0.011255485,Tuberculosis
Phecode:446.6,0.011253242,Polyarteritis nodosa
RXNORM:1381638,0.011228111,pad
Phecode:071.1,0.011225189,"HIV infection, symptomatic"
LOINC:1989-3,0.011223781,LOINC:CALCIDIOL
LOINC:15061-5,0.011178227,LOINC:ERYTHROPOIETIN
RXNORM:190548,0.011143828,tipranavir
RXNORM:407990,0.011125841,cinacalcet
RXNORM:358255,0.011093685,aprepitant
LOINC:10380-4,0.011083516,LOINC:STOMATOCYTES
Phecode:291.4,0.011059695,Specific nonpsychotic mental disorders due to brain damage
Phecode:440.1,0.011057835,Atherosclerosis of renal artery
RXNORM:214342,0.01105632,calcium acetate
RXNORM:10637,0.011045118,tolnaftate
RXNORM:11170,0.011035109,verapamil
RXNORM:8152,0.011033188,phentermine
Phecode:580.3,0.011032402,Nephritis and nephropathy without mention of glomerulonephritis
LOINC:4679-7,0.011030278,LOINC:RETICULOCYTES/100 ERYTHROCYTES
Phecode:750.13,0.011027649,Congenital anomalies of mouth/tongue
CCS:215,0.01101518,Other physical therapy and rehabilitation
Phecode:800.4,0.011004616,Fracture of patella
Phecode:170.2,0.010996872,Cancer of connective tissue
Phecode:189,0.010994447,Cancer of urinary organs (incl. kidney and bladder)
Phecode:227.1,0.010991978,Benign neoplasm of adrenal gland
Phecode:430,0.010988424,Intracranial hemorrhage
Phecode:610.8,0.010979033,Other specified benign mammary dysplasias
Phecode:530.15,0.010970372,Eosinophilic esophagitis
Phecode:275.11,0.010920678,Hereditary hemochromatosis
LOINC:51786-2,0.010899283,LOINC:HIV 2 AB SIGNAL/CUTOFF
Phecode:509.3,0.010894858,Pulmonary insufficiency or respiratory failure following trauma and surgery
Phecode:752.2,0.010881101,Other specified congenital anomalies of nervous system
RXNORM:751068,0.010857005,"dressing,mepilex"
RXNORM:1401396,0.010851173,sleep apnea
RXNORM:71517,0.010833473,propoxyphene hcl
Phecode:386.9,0.010822777,Dizziness and giddiness (Light-headedness and vertigo)
RXNORM:7405,0.010812084,niacinamide
Phecode:962.2,0.010811829,Insulins and antidiabetic agents causing adverse effects in therapeutic use
RXNORM:25025,0.010801754,finasteride
CCS:55,0.010786198,Peripheral vascular bypass
RXNORM:881294,0.010778546,"dressing,xeroform"
RXNORM:690733,0.010771777,lanolin/mineral oil
Phecode:280.2,0.010749245,Iron deficiency anemia secondary to blood loss (chronic)
Phecode:710.19,0.010740325,Unspecified osteomyelitis
J98.01,0.010739868,Acute bronchospasm
RXNORM:2598,0.010736683,clonazepam
Phecode:245,0.010687513,Thyroiditis
RXNORM:598,0.010685622,alprostadil
RXNORM:693326,0.010669769,aquanil
Phecode:379.4,0.010666675,Anomalies of pupillary function
RXNORM:9097,0.010595286,rabies vaccine
Phecode:709,0.010579262,Diffuse diseases of connective tissue
RXNORM:10953,0.010575012,typhoid vaccine
Phecode:695.2,0.010552197,Bullous dermatoses
Phecode:702,0.010547572,Degenerative skin conditions and other dermatoses
Phecode:743.11,0.010540546,Osteoporosis NOS
ShortName:Gamma Glutamyl Transferase,0.010531094,Gamma Glutamyl Transferase
Phecode:800.2,0.010515434,Fracture of unspecified part of femur
CCS:243,0.010511655,DME and supplies
Phecode:712,0.010499208,Infective connective tissue disorders
Phecode:150,0.010479585,Cancer of esophagus
RXNORM:709739,0.010464235,underpants
Phecode:474,0.010429547,Acute and chronic tonsillitis
LOINC:30158-0,0.010426538,LOINC:TOXOPLASMA GONDII
LOINC:5821-4,0.010403707,LOINC:LEUKOCYTES
RXNORM:35829,0.010395957,ranolazine
RXNORM:10759,0.010376104,triamcinolone
Phecode:743.2,0.010373425,Pathologic fracture
Phecode:974,0.010362158,"Poisoning by water, mineral, and uric acid metabolism drugs"
RXNORM:25789,0.010301369,glimepiride
RXNORM:2180,0.010284222,cefazolin
Phecode:614,0.010240818,Inflammatory diseases of female pelvic organs
RXNORM:72302,0.010240564,ropinirole
Phecode:526.5,0.010239667,Inflammatory conditions of jaw
Phecode:332,0.010231873,Parkinson's disease
Phecode:709.6,0.010198796,Other specified diffuse diseases of connective tissue
Phecode:070.4,0.010097571,Chronic hepatitis
RXNORM:693303,0.010081262,coverlet
RXNORM:7646,0.010064917,omeprazole
RXNORM:47613,0.0100538,calcium citrate
RXNORM:19484,0.010043851,bisoprolol
RXNORM:68149,0.010040513,mycophenolate mofetil
ShortName:Phosphatase Alkaline Intestine,0.010008875,ShortName:Phosphatase Alkaline Intestine
Phecode:452.1,0.009963947,Iatrogenic pulmonary embolism and infarction
LOINC:11598-0,0.009941056,LOINC:TOXOPLASMA GONDII AB
Phecode:720,0.00994098,Spinal stenosis
Phecode:276.8,0.00993786,Polydipsia
Phecode:363,0.009932045,"Chorioretinal inflammations, scars, and other disorders of choroid"
Phecode:474.1,0.009920523,Acute tonsillitis
Phecode:389.2,0.009920268,Conductive hearing loss
Phecode:710.1,0.009919034,Osteomyelitis
ShortName:ABO Type,0.009907891,ShortName:ABO Type
RXNORM:2623,0.009878181,clotrimazole
Phecode:335,0.009873344,Multiple sclerosis
Phecode:246,0.00986562,Other disorders of thyroid
Phecode:695.21,0.009860464,Dermatitis herpetiformis
LOINC:26052-1,0.00985264,LOINC:EPITHELIAL CELLS.RENAL
RXNORM:54993,0.009837305,potassium citrate
Phecode:367,0.009828427,Disorders of refraction and accommodation; blindness and low vision
RXNORM:6750,0.009804823,menthol
Phecode:709.3,0.009792477,Systemic sclerosis
RXNORM:7597,0.009789813,nystatin
CCS:200,0.009778867,Nonoperative urinary system measurements
RXNORM:7995,0.009775046,pentamidine isethionate
Phecode:981,0.009753383,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents
RXNORM:82122,0.009740064,levofloxacin
RXNORM:214287,0.009681946,benazepril/hydrochlorothiazide
Phecode:334.21,0.009620758,Amyotrophic Lateral Sclerosis
RXNORM:6185,0.009615301,labetalol
Phecode:860,0.00958518,Bone marrow or stem cell transplant
Phecode:761,0.009577127,Cervicalgia
LOINC:31703-2,0.009576421,LOINC:WEST NILE VIRUS AB.IGM
RXNORM:23043,0.009576082,difluprednate
RXNORM:68092,0.009573245,lanreotide
Phecode:389,0.009551862,Hearing loss
Phecode:580.4,0.009541204,"Renal sclerosis, NOS"
RXNORM:1546059,0.009538755,olodaterol
Phecode:195.3,0.009526387,
RXNORM:475969,0.009520165,etravirine
RXNORM:117466,0.009441006,tenofovir
Phecode:394.7,0.009400763,Disease of tricuspid valve
Phecode:371.33,0.009390538,Noninfectious dermatoses of eyelid
RXNORM:9873,0.009375401,sodium fluoride
CCS:65,0.009368657,Bone marrow biopsy
RXNORM:8754,0.009368009,propafenone
Phecode:149.9,0.009345137,Cancer of of nasal cavities
RXNORM:358258,0.009319259,bortezomib
LOINC:43396-1,0.009318532,LOINC:CHOLESTEROL.NON HDL
Phecode:580.1,0.00931617,Glomerulonephritis
RXNORM:861634,0.009308276,pitavastatin
RXNORM:693515,0.009305307,"reservoir,minimed"
Phecode:472,0.009283673,Chronic pharyngitis and nasopharyngitis
Phecode:191.11,0.009264922,Cancer of brain
RXNORM:18867,0.009254636,benazepril
RXNORM:1674805,0.009254274,hose
CCS:75,0.009208428,Small bowel resection
RXNORM:1492727,0.009168682,apremilast
Phecode:620.1,0.009161992,Dysplasia of cervix
RXNORM:10169,0.009142788,sulfacetamide
RXNORM:283838,0.009141728,"darbepoetin alfa,recombinant"
RXNORM:214807,0.009128261,pseudoephedrine/triprolidine
Phecode:800.3,0.009125396,Fracture of tibia and fibula
Phecode:278.1,0.009106758,Obesity
Phecode:362.29,0.009099623,Macular degeneration (senile) of retina NOS
Phecode:751.12,0.009085391,Congenital anomalies of male genital organs
Phecode:300,0.009082707,"Anxiety, phobic and dissociative disorders"
Phecode:1010.2,0.009078271,screening for malignant neoplasms
Phecode:327.1,0.009065094,Hypersomnia
Phecode:763,0.009055895,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
RXNORM:711274,0.009054541,resource
RXNORM:813381,0.009044733,bifidobacterium
Phecode:525.2,0.009039035,Atrophy of edentulous alveolar ridge
RXNORM:194881,0.008970552,brinzolamide
RXNORM:8597,0.008965934,potassium iodide
LOINC:75694-0,0.008962541,LOINC:HUMAN PAPILLOMA VIRUS 18+45 E6+E7 MRNA
RXNORM:82063,0.008951869,oxycodone hcl
RXNORM:400008,0.008942254,"insulin glulisine, human"
LOINC:35492-8,0.008934629,LOINC:STAPHYLOCOCCUS AUREUS.METHICILLIN RESISTANT DNA
RXNORM:4316,0.008930414,felodipine
RXNORM:5508,0.008919143,hydrophilic ointment
Phecode:947,0.008914556,Urticaria
Phecode:197,0.008865829,Chemotherapy
RXNORM:5224,0.008865226,heparin
LOINC:5334-8,0.008864731,LOINC:RUBELLA VIRUS AB.IGG
Phecode:594.8,0.00884486,Renal colic
Phecode:350.1,0.008843684,Abnormal involuntary movements
RXNORM:693063,0.008800303,cleansing cloth
Phecode:705.3,0.008790859,Hidradenitis
Phecode:411.3,0.008778796,Angina pectoris
Phecode:572,0.008774589,Ascites (non malignant)
RXNORM:1622,0.008755586,bleomycin
LOINC:30089-7,0.008742167,LOINC:TRANSITIONAL CELLS
RXNORM:713182,0.008683131,peginterferon
Phecode:345,0.008663478,"Epilepsy, recurrent seizures, convulsions"
RXNORM:222163,0.008654673,diabetisource
Phecode:277.8,0.008647499,Carnitine deficiencies
LOINC:11274-8,0.00864641,LOINC:ELLIPTOCYTES
ShortName:MRSA - genotype test,0.008637873,MRSA - genotype test
LOINC:5332-2,0.008636396,LOINC:RUBELLA VIRUS AB
RXNORM:38413,0.008598769,torsemide
RXNORM:689249,0.008595151,aquaphilic ointment
Phecode:530.9,0.008574365,Heartburn
RXNORM:7417,0.0085506,adalat
RXNORM:3361,0.008539811,dicyclomine
Phecode:722.8,0.008537138,Postlaminectomy syndrome
RXNORM:708338,0.008526617,belt
Phecode:250.23,0.008523752,Type 2 diabetes with ophthalmic manifestations
RXNORM:235355,0.008510116,thiamine hcl
LOINC:31204-1,0.008482365,LOINC:HEPATITIS B VIRUS CORE AB.IGM
CCS:45,0.008470293,Percutaneous transluminal coronary angioplasty (PTCA)
LOINC:34713-8,0.008442353,LOINC:CLOSTRIDIUM DIFFICILE TOXIN A+B
Phecode:145.2,0.008426291,Cancer of tongue
