"","feature_id","cos.sim","feature_desc"
"6495","LOINC:55940-1",0.0112519486114078,"malonylcarnitine (c3-dc) (group:maloncarn)"
"6496","LOINC:53471-9",0.0112519486114078,"decadienoylcarnitine (c10:2) (group:decadcarn)"
"6497","LOINC:53182-2",0.0112519486114078,"3-oh decenoyl (c10:1-oh) (group:c10:1oh)"
"6498","LOINC:XC408-5",0.0112519486114078,"3-methylglutarylcarnitine (c6-dc) (group:metglutcarn)"
"6499","LOINC:XC409-3",0.0112519486114078,"octanedioylcarnitine (c8-dc) (group:octancarn)"
"6500","LOINC:XC410-1",0.0112519486114078,"dodecanedioylcarnitine (c12-dc) (group:dodecarn)"
"6501","LOINC:XC411-9",0.0112519486114078,"3-oh octadecanoylcarnitine (c18-oh) (group:octadcarn)"
"6542","LOINC:XC457-2",0.0112444509934791,"base ex, ven, nicu (group:bexvnicu)"
"917","RXNORM:703",0.0112294019477568,"amiodarone"
"583","PheCode:414.2",0.0112246319445847,"ASCVD"
"1885","PheCode:580.32",0.011223710665397,"Nephritis and nephropathy with pathological lesion"
"7237","RXNORM:196319",0.0112213736449385,"palifermin"
"6624","LOINC:5970-9",0.0111929267275942,"plasminogen functional (group:plasm)"
"682","LOINC:40988-8",0.0111913562620124,"rsv rna (group:rsv-rna)"
"4886","PheCode:245.1",0.0111734447572455,"Thyroiditis, acute and subacute"
"6151","PheCode:230",0.0111675150145313,"Kaposi's sarcoma"
"267","PheCode:285",0.0111604712926332,"Other anemias"
"4242","LOINC:15212-4",0.0111575501578877,"lipase, fluid (u/l) (group:flipa)"
"5123","LOINC:1854-9",0.0111533107717323,"androstenedione (ng/dl) (group:andro)"
"2487","CCS-PCS:146",0.0111393648105192,"treatment, fracture or dislocation of hip and femur"
"3576","PheCode:527.8",0.0111272410918385,"Other specified diseases of the salivary glands"
"5481","LOINC:9410-2",0.0111162981900023,"histamine, timed urine (group:tuhist)"
"5116","LOINC:13592-1",0.0111141660583285,"plt aggregation (group:pltagg)"
"59","LOINC:2514-8",0.0110861989285662,"LOINC:KETONES"
"5876","LOINC:16195-0",0.0110833951144112,"benzodiazepines, urine (confirm) (group:ubenz-c)"
"5307","LOINC:42760-9",0.0110455361751414,"ibd panel (group:ibd)"
"2399","LOINC:X1478-7",0.0110293022124424,"interpretation (acylcarnitine), ur (group:acylint)"
"2398","LOINC:46252-3",0.0110293022124423,"acylcarnitine profile (group:acyl)"
"2248","RXNORM:89821",0.0110011559105338,"hamamelis water"
"7105","LOINC:44977-7",0.010997818916625,"c. psittaci ab, igm (group:cpsitigm)"
"603","RXNORM:6185",0.010997619021677,"labetalol"
"2272","LOINC:X5007-6",0.0109842413726942,"csf tube # (group:ctube)"
"4398","LOINC:30545-8",0.0109534478417389,"plt ab(s) (group:pltab)"
"5680","LOINC:81201-6",0.0109500463738941,"pla2r igg ab titer (group:pla2r-iggt)"
"5220","LOINC:57771-8",0.0109496664807726,"interpretation (paraneoplastic) (group:paraneo-int)"
"1062","PheCode:276.12",0.0109386951455304,"Hyposmolality and/or hyponatremia"
"881","LOINC:2158-4",0.010911453779724,"ck-mb index (group:ckmbri)"
"6383","RXNORM:7880",0.0108835960624424,"pancreatin"
"5573","LOINC:X1203-9",0.0108818274692746,"aspergillus ab panel (group:aspabp)"
"2882","PheCode:513.4",0.0108774026173576,"Hyperventilation"
"787","CCS-PCS:31",0.0108730436413043,"diagnostic procedures on nose, mouth and pharynx"
"1665","LOINC:4086-5",0.0108709583767169,"LOINC:VALPROATE"
"974","PheCode:702",0.0108648190481797,"Degenerative skin conditions and other dermatoses"
"56","LOINC:50558-6",0.010858437694762,"nitrites - ua (group:ua-nit)"
"64","LOINC:20408-1",0.010858437694761,"leukocyte esterase, ur (group:ua-wbc)"
"63","LOINC:20409-9",0.0108364782040703,"blood - ua (group:ua-bld)"
"1343","PheCode:458.9",0.010818390229675,"Hypotension NOS"
"6548","LOINC:10552-8",0.010818111629302,"tricyclics (group:tricycl)"
"4805","LOINC:9404-5",0.0107616554752077,"adenosine deaminase, csf/fluid (group:adea)"
"7142","RXNORM:21579",0.0107560872834015,"cupric sulfate"
"1843","RXNORM:7824",0.0107538690189812,"oxytocin"
"3679","LOINC:X2051-1",0.0107404811967292,"special slide box (group:spbox1)"
"826","LOINC:30089-7",0.01072045778577,"LOINC:TRANSITIONAL CELLS"
"3639","PheCode:440.22",0.0107169749715454,"Atherosclerosis of native arteries of the extremities with intermittent claudication"
"6661","LOINC:6112-7",0.0106669338095425,"ethylene oxide ab, ige (group:ethoxige)"
"1549","RXNORM:39993",0.0106279854731131,"zolpidem"
"4465","LOINC:14241-4",0.0105645342767693,"parietal cell ab (group:pcabs)"
"2993","RXNORM:28004",0.0105555340650625,"isosorbide mononitrate"
"5807","RXNORM:691395",0.0105393800982943,"eucalyptus oil/menthol"
"3984","PheCode:754.1",0.0105234649474133,"Lumbosacral spondylolysis, congenital"
"6962","PheCode:277.2",0.0105198191323134,"Other disorders of purine and pyrimidine metabolism"
"1309","PheCode:592.11",0.0104910440612938,"Acute cystitis"
"4619","LOINC:X7013-6",0.0104668990734873,"other findings ii (tox) (group:otfii)"
"127","PheCode:535",0.0104514368812225,"Gastritis and duodenitis"
"5736","RXNORM:1539239",0.0104506292628269,"dalbavancin"
"4702","RXNORM:1608321",0.0104377840391916,"isavuconazonium sulfate"
"4606","PheCode:290.13",0.0103871491270081,"Senile dementia"
"421","RXNORM:10154",0.0103712473363275,"succinylcholine"
"1372","CCS-PCS:37",0.0103399043207717,"diagnostic bronchoscopy and biopsy of bronchus"
"4831","RXNORM:1520",0.0103122265632292,"betaxolol"
"5624","PheCode:379.51",0.0103092691092394,"Pigmentary iris degeneration"
"2996","PheCode:249",0.0102619436789958,"Secondary diabetes mellitus"
"1096","LOINC:6741-3",0.0102559939839214,"csf/f rbc (group:f-rbc)"
"1225","PheCode:275",0.0102246223939221,"Disorders of mineral metabolism"
"6315","LOINC:38898-3",0.0102238514936328,"d-dimer (titer) (group:ddimert)"
"2057","PheCode:425.1",0.0102026490168228,"Primary/intrinsic cardiomyopathies"
"5598","LOINC:6835-3",0.0101898792722319,"cauliflower ab, ige (group:cauliige)"
"3409","CCS-PCS:189",0.0101815715443838,"contrast aortogram"
"185","LOINC:21654-9",0.0101699020651623,"cftr gene analysis (group:cfgm)"
"5228","LOINC:9383-1",0.0101639052477173,"9 oh-risperidone (group:9hrisp)"
"5229","LOINC:9393-0",0.0101639052477173,"risperidone (group:risper)"
"5230","LOINC:9394-8",0.0101639052477173,"risperidone+metabolite (group:risper+metab)"
"541","PheCode:870",0.0101551129864414,"Open wounds of head; neck; and trunk"
"5894","RXNORM:645045",0.0101523405273835,"calamine/zinc oxide"
"3093","RXNORM:6579",0.0101450700978552,"magnesium chloride"
"2401","PheCode:671",0.0101449508490135,"Venous/cerebrovascular complications embolism in pregnancy and the puerperium"
"4489","RXNORM:689524",0.0101416144269997,"aspirin/citric acid/sodium bicarbonate"
"2975","CCS-PCS:95",0.0101173364642523,"other non-or lower gi therapeutic procedures"
"5557","LOINC:35457-1",0.0101060858386776,"maternal cell contamination (group:mcc)"
"5906","LOINC:1964-6",0.0101009822143055,"bicarbonate, urine (group:uhco3)"
"5710","LOINC:10634-4",0.0100983959688294,"c1-inh% (functional) (group:c1inhp)"
"5361","LOINC:6521-9",0.0100969561114608,"p. jiroveci (carinii) dna (group:pcar-dna)"
"4618","LOINC:30530-0",0.0100918645425451,"intrinsic factor ab (group:ifab)"
"1893","PheCode:070.2",0.0100652468369881,"Viral hepatitis B"
"6662","LOINC:25925-9",0.0100452744891958,"histamine/cre, urine (nmol/g cre) (group:histcre)"
"437","LOINC:3013-0",0.0100389216685506,"LOINC:THYROGLOBULIN"
"5516","LOINC:12598-9",0.010019737813282,"neutral fat, stool (group:fatneut)"
"5126","LOINC:33310-4",0.00997813471692325,"aps ab (group:apsab)"
"2813","PheCode:343",0.00996436565166569,"Infantile cerebral palsy"
"6398","LOINC:76590-9",0.00995732880619607,"bacterial 16s rrna (group:bact16s-rrna)"
"6399","LOINC:XID141-2",0.00995732880619607,"fungal rrna (group:fung-rrna)"
"2102","PheCode:395.2",0.0099567625638336,"Nonrheumatic aortic valve disorders"
"47","LOINC:1753-3",0.00993648172578942,"protein - ua (group:ua-alb)"
"6274","LOINC:6899-9",0.00993434538052883,"felbamate (group:felba)"
"2787","PheCode:797.1",0.00992544553461677,"Cardiogenic shock"
"5205","LOINC:2171-7",0.00990305347317367,"b12 unsaturated binding (group:b12usat)"
"7146","RXNORM:1111",0.00988793856803762,"arsenic"
"3995","RXNORM:262150",0.00986529221801285,"iron carbonyl"
"5676","LOINC:X1220-3",0.00986270314161292,"stool examination (group:stlex)"
"712","PheCode:728.7",0.00985608853342208,"Fasciitis"
"4521","LOINC:X1210-4",0.0098500461023865,"lyme abs + band pattrn (group:bburgab)"
"1167","LOINC:X1672-5",0.00983962880063181,"influenza rna (group:infrna)"
"4811","RXNORM:20259",0.00983924969555829,"carboprost/tromethamine"
"6050","PheCode:759.1",0.00979740133362786,"Anomalies of endocrine glands, congenital"
"5895","RXNORM:1101333",0.00977265121184635,"gabapentin enacarbil"
"222","PheCode:250.24",0.00977240554382358,"Type 2 diabetes with neurological manifestations"
"4023","PheCode:676",0.00975762886180574,"Other disorders of the breast associated with childbirth and disorders of lactation"
"3750","PheCode:783.1",0.00974756367828673,"Postprocedural fever"
"3694","LOINC:X1899-4",0.00973665363857932,"ah50 (functional) (group:ah50-func)"
"5623","LOINC:26776-5",0.00973181487664164,"quetiapine (group:quetia)"
"3623","RXNORM:275635",0.00972636219335019,"desloratadine"
"5514","LOINC:7296-7",0.0097219066589725,"eggplant ab, ige (group:eggplant-ige)"
"5102","LOINC:X1410-0",0.00970997931305605,"myositis specific ab panel (group:myositis)"
"4777","RXNORM:11413",0.00970721850863226,"zidovudine"
"1828","PheCode:656",0.00970539472798928,"Other perinatal conditions of fetus or newborn"
"3295","LOINC:17861-6",0.00970093648043686,"scca (group:scca)"
"3296","LOINC:9679-2",0.00970093648043675,"scca (group:scca)"
"4","PheCode:250.21",0.00969587067691285,"Type 2 diabetes with ketoacidosis"
"6513","LOINC:XG360-8",0.00968079014196343,"mpl gene analysis (group:mpl)"
"179","PheCode:609.11",0.00964959440287182,"Azoospermia and oligospermia"
"3842","LOINC:22210-9",0.00963829721997677,"coccidioides ab, igm (group:cocc-igm)"
"4552","LOINC:35165-0",0.00963770300802005,"c18:2w6 (linoleate) (group:linol)"
"4525","LOINC:35149-4",0.00963770300802002,"c18:0 (stearate) (group:stear)"
"3268","PheCode:303.1",0.00962658228489713,"Dissociative disorder"
"827","LOINC:12235-8",0.00962422513128285,"microscopic sediment (group:mic-sed)"
"3992","LOINC:X2013-2",0.00961157250550061,"hgb ep request (group:hbepr)"
"210","PheCode:250.22",0.00956240906637826,"Type 2 diabetes with renal manifestations"
"3404","LOINC:13705-9",0.00954842400263023,"timed urine malb/cre ratio (group:utalbcre)"
"5939","LOINC:17128-0",0.00954804689029778,"cd27+% (group:cd27+%`)"
"1012","PheCode:972",0.00953308068348835,"Poisoning by agents primarily affecting the cardiovascular system"
"3393","LOINC:4677-1",0.00952255988283845,"protein s free antigen (group:freeps)"
"3843","LOINC:27009-0",0.00950776554706729,"coccidioides ab, igg (group:cocc-igg)"
"5286","PheCode:733.9",0.00947513415301984,"Chondromalacia"
"1218","LOINC:2828-2",0.00946555985997613,"urine potassium (group:uk)"
"2196","RXNORM:7934",0.00946255200265868,"paromomycin"
"3518","PheCode:331.9",0.00946161730193042,"Cerebral degeneration, unspecified"
"6523","LOINC:XID44-8",0.0094491154469527,"date of last viral load (group:lastvload)"
"4025","LOINC:19176-7",0.00941547866897371,"afp (iu/ml) (group:afpiu)"
"4219","LOINC:20932-0",0.00940320145036312,"parasite id/exam (group:parid)"
"5492","LOINC:7774-3",0.00937067818933615,"cow's whey ab, ige (group:cowwige)"
"720","PheCode:704.11",0.0093611932946964,"Alopecia Areata"
"1151","LOINC:2888-6",0.00934558173619167,"urine total protein (group:utp)"
"3195","LOINC:X1003-2",0.00934445705373137,"unspec urine phos (group:u/up)"
"2037","RXNORM:352364",0.00934096608701111,"buprenorphine/naloxone"
"6084","RXNORM:729455",0.00934060147032785,"amlodipine/valsartan"
"1316","RXNORM:215247",0.00933713445488632,"ammonium lactate"
"5478","RXNORM:3288",0.00932468186033159,"dextroamphetamine"
"560","CCS-PCS:160",0.00931463234941268,"other therapeutic procedures on muscles and tendons"
"2558","RXNORM:49276",0.00931188166245834,"doxazosin"
"5546","RXNORM:620216",0.00928752585529244,"maraviroc"
"1489","PheCode:574.2",0.0092869661647509,"Calculus of bile duct"
"415","PheCode:245",0.00928298083303949,"Thyroiditis"
"2934","CCS-PCS:119",0.00926175188187158,"oophorectomy, unilateral and bilateral"
"992","RXNORM:8640",0.00925804249579712,"prednisone"
"1213","RXNORM:1897",0.00925510503661761,"calcium carbonate"
"4813","LOINC:549-6",0.00925136192770765,"pertussis culture (group:pertclt)"
"4589","RXNORM:31819",0.00924986000875617,"nitazoxanide"
"3082","RXNORM:466537",0.00923897054543597,"menthol/methyl salicylate"
"2009","RXNORM:2556",0.00923211192559129,"citalopram"
"493","PheCode:426.2",0.00922658964303208,"Atrioventricular [AV] block"
"4990","LOINC:55349-5",0.00922413271890864,"ethyl glucuronide, urine (group:etg)"
"683","LOINC:31208-2",0.00922307645989172,"specimen source/description (group:specdsc)"
"1701","PheCode:279.2",0.00920309069637291,"Autoimmune disease NEC"
"6516","LOINC:29257-3",0.00920057542222042,"LOINC:MYCOPLASMA PNEUMONIAE DNA"
"5678","LOINC:12375-2",0.00920017342540572,"clozapine+norclozapine (group:cloznor)"
"3002","LOINC:15087-0",0.00918236149474165,"pthrp (pmol/l) (group:pth-rp)"
"5696","LOINC:26470-5",0.00917836960856543,"other wbc's, csf (group:othcsf)"
"1015","PheCode:537.1",0.00916720886388735,"Lesions of stomach and duodenum"
"7085","LOINC:11526-1",0.00916715514244251,"pathology report (group:pathstudy)"
"4478","LOINC:33057-1",0.00913838320384279,"heinz bodies (group:heinz)"
"2317","PheCode:306.1",0.00913206226020907,"Mental disorders durring/after pregnancy"
"6123","RXNORM:83395",0.00909460507804651,"saquinavir"
"1894","PheCode:418.1",0.00908670074898548,"Precordial pain"
"4006","PheCode:528.6",0.00908160633912128,"Leukoplakia of oral mucosa"
"3217","LOINC:6087-1",0.00906998057270051,"corn ab, ige (group:cornige)"
"578","PheCode:296",0.00906691471801795,"Mood disorders"
"2857","LOINC:10535-3",0.00904021174631408,"LOINC:DIGOXIN"
"5006","RXNORM:8691",0.00902970397879707,"primidone"
"158","RXNORM:5492",0.00902062681454712,"hydrocortisone"
"2725","LOINC:2030-5",0.00901571900339101,"carboxy hgb (group:cohgb)"
"3711","LOINC:22087-1",0.00901288416625901,"aspergillus ab (group:aspabs)"
"7246","RXNORM:89785",0.00900937492357695,"methscopolamine"
"2181","LOINC:17788-1",0.00900564863032409,"luc% (group:lucp)"
"5714","LOINC:21768-7",0.00900240625764523,"sca gene analysis (group:scag)"
"1835","LOINC:1530-5",0.00899207489200185,"gtt - 3 hr glucose (group:gtt3)"
"4160","LOINC:11043-7",0.00899186487576691,"cryofibrinogen (group:cryofib)"
"5934","LOINC:49841-0",0.00899062104957052,"cd19+igm+% (group:cd19+igm+%)"
"5911","RXNORM:214597",0.00898792472807943,"guaifenesin/phenylephrine"
"2886","PheCode:427.11",0.00898468247561224,"Paroxysmal supraventricular tachycardia"
"446","PheCode:771.1",0.00898209967354078,"Swelling of limb"
"4733","LOINC:15158-9",0.00895974565074958,"chloride, stool (mmol/l) (group:stlcl)"
"5397","LOINC:X1604-8",0.00895933667200343,"protein, timed urine (mg/tv) (group:utpmgtv)"
"17","LOINC:2028-9",0.00894541427043006,"carbon dioxide (group:co2)"
"4700","LOINC:16129-9",0.00894345284943703,"hcv ab, igg (group:hcvigg)"
"322","PheCode:740.1",0.00892764267880323,"Osteoarthritis; localized"
"2194","PheCode:250.25",0.00892299704037669,"Diabetes type 2 with peripheral circulatory disorders"
"6097","LOINC:1694-9",0.008919803792784,"5-hiaa, urine (group:u5hiaar)"
"1400","PheCode:859",0.00889451352165023,"Complication due to other implant and internal device"
"2922","RXNORM:6448",0.00889023083045321,"lithium"
"1872","LOINC:35627-9",0.00888780536866296,"nortriptyline (group:nortr)"
"2250","RXNORM:14584",0.00885644603848962,"etonogestrel"
"3271","LOINC:XG277-4",0.00881913802673233,"nm gene analysis (group:nm)"
"4361","LOINC:XC211-3",0.00880523091603288,"protein, timed ur (mg/dl) (group:tu/tp-mg_dl)"
"74","RXNORM:26225",0.00878309518834468,"ondansetron"
"5181","LOINC:35503-2",0.00878017686384866,"allen's test (group:allent)"
"5182","LOINC:19928-1",0.00878017686384849,"o2 admin. device (group:o2dev)"
"3855","PheCode:750.14",0.0087801035375498,"Congenital anomalies of esophagus"
"2925","LOINC:13305-8",0.00875104871998198,"hla-dq genotyping (group:hla-dqtype)"
"3039","LOINC:24011-9",0.00874283524604895,"hcv ab bands (riba) (group:hcvbnd)"
"5318","LOINC:X1429-0",0.00872696866686655,"interpretation (porphobilinogen) (group:porphint)"
"5319","LOINC:2811-8",0.00872696866686655,"porphobilinogen, ur (umol/l) (group:uporphb)"
"7214","RXNORM:1439816",0.00870543936732373,"riociguat"
"4876","RXNORM:9641",0.00870010890870558,"selenium"
"4605","PheCode:525.2",0.00867859469794397,"Atrophy of edentulous alveolar ridge"
"3455","LOINC:8062-2",0.00867337892157476,"cardiolipin igg (group:cardio)"
"3452","PheCode:757",0.00865667137958763,"Congenital anomalies of the integument"
"3376","LOINC:14117-6",0.00864915584183211,"igg index (csf/ser) (group:iggi)"
"487","PheCode:575.9",0.00864665599968101,"Nonspecific abnormal findings on radiological and other examination of biliary tract"
"1276","PheCode:274",0.00864241994984226,"Gout and other crystal arthropathies"
"3701","PheCode:696.42",0.00864219497175107,"Psoriatic arthropathy"
"6816","RXNORM:358274",0.00863996278002399,"ambrisentan"
"1959","LOINC:13588-9",0.00861843130362982,"venlafaxine (group:venlfx)"
"1782","RXNORM:1545653",0.00861480331222482,"empagliflozin"
"1694","PheCode:636.2",0.00858075084018315,"Early onset of delivery"
"867","LOINC:13590-5",0.00857222247700919,"act prot c res screen (group:apcrsc)"
"1119","PheCode:041.2",0.00856469439900397,"Streptococcus infection"
"4979","LOINC:X1334-2",0.00854840373767032,"iga subclasses (group:igasub)"
"5196","LOINC:26528-0",0.00853933379066635,"cortisol (1hr post acth) (group:cort-acth1)"
"3205","PheCode:912",0.00853588822757317,"Insect bite"
"739","RXNORM:321988",0.00851795751246112,"escitalopram"
"507","RXNORM:25480",0.00849749424786817,"gabapentin"
"5066","LOINC:X1169-2",0.0084823313722567,"myoglobin (ng/ml) (group:myog-ug/l)"
"4919","RXNORM:4110",0.00846637391537507,"ethambutol"
"198","PheCode:561",0.0084390092509328,"Symptoms involving digestive system"
"5734","RXNORM:1424911",0.00841654771212863,"dabrafenib"
"4621","LOINC:33393-0",0.00839907839636876,"coarse granular casts (/lpf) (group:cgcast)"
"6582","LOINC:18337-6",0.00839272444975108,"hydroxyitraconazole (group:oh-itra)"
"6583","LOINC:10989-2",0.00839272444975104,"itraconazole (group:itra)"
"4945","LOINC:53848-8",0.00838797433568801,"cellular casts (/hpf) (group:cellcast)"
"4946","LOINC:33229-6",0.00838797433568801,"rbc casts (/hpf) (group:rbccast)"
"4949","LOINC:33236-1",0.00838797433568801,"bilirubin crystals (group:uas-bili)"
"4950","LOINC:33237-9",0.00838797433568801,"sulfa crystals (group:uas-sulf)"
"4951","LOINC:16258-6",0.00838797433568801,"amm urate crystals (group:uas-amur)"
"4952","LOINC:25155-3",0.00838797433568801,"cystine crystals (group:uas-cys)"
"4953","LOINC:33240-3",0.00838797433568801,"cystine crystals (group:uas-cys)"
"4954","LOINC:25163-7",0.00838797433568801,"leucine crystals, ur (group:ur-leucryst)"
"4956","LOINC:26966-2",0.00838797433568801,"tyrosine, urine (group:utyro)"
"985","LOINC:15410-4",0.00838506528485734,"varicella ab, igg (group:varigg)"
"5348","PheCode:202.21",0.00838275021119296,"Nodular lymphoma"
"3570","LOINC:49117-5",0.00836485086526137,"norovirus ag, stool (group:noroag)"
"2777","RXNORM:38685",0.00835771900323389,"trimethobenzamide"
"5910","LOINC:30552-4",0.00834857346724593,"pyridoxal 5-phosphate (group:pyrdox5)"
"3937","RXNORM:1091",0.00833110939009952,"arginine"
"1145","LOINC:31864-2",0.00831933829600555,"influenza b ag (group:infb)"
"1277","PheCode:274.1",0.00831246553233069,"Gout"
"4105","PheCode:155.1",0.00831149057994057,"Malignant neoplasm of liver, primary"
"746","PheCode:979",0.00830329669897749,"Adverse drug events and drug allergies"
"1233","PheCode:949",0.0083004419049054,"Allergies, other"
"4924","RXNORM:203223",0.00829168820492057,"digoxin immune fab"
"4609","LOINC:25907-7",0.00829122537789667,"elastase, stool (group:elast-stl)"
"1143","LOINC:31859-2",0.00827516446938171,"influenza a ag (group:infa)"
"6969","LOINC:33420-1",0.00826706834473379,"histoplasma ag (group:hcapag)"
"409","PheCode:241.2",0.00824968199300187,"Nontoxic multinodular goiter"
"4867","LOINC:46699-5",0.00824519534841236,"fgf 23 (group:fgf-23)"
"3561","PheCode:750.15",0.0082446599784779,"Congenital anomalies of stomach"
"4737","RXNORM:10612",0.00822797328989647,"tinidazole"
"385","CCS-PCS:83",0.00822514424566215,"biopsy of liver"
"2043","RXNORM:11256",0.00822505358598689,"vitamin e"
"4370","LOINC:35462-1",0.00820955373835499,"smn1/sma gene analysis (group:smn1)"
"3587","LOINC:16718-9",0.00820900737858666,"cmv ag (group:cmvag)"
"1964","PheCode:521.1",0.00820719080773109,"Dental caries"
"4817","LOINC:4478-4",0.00820587532248484,"c1q (group:c1q)"
"4310","LOINC:20639-1",0.00819653762156603,"aspartic acid (group:aspa)"
"4336","LOINC:20659-9",0.00819653762156603,"tryptophan (umol/l) (group:tryp)"
"4325","LOINC:20647-4",0.00819653762156602,"hydroxyproline (group:hydrx)"
"4317","LOINC:26608-0",0.00819653762156594,"ethanolamine (group:etn)"
"3290","PheCode:289.8",0.00819601574348136,"Polycythemia, secondary"
"1586","PheCode:600",0.00816728098232642,"Hyperplasia of prostate"
"3265","PheCode:312",0.00815968027770263,"Conduct disorders"
"5787","PheCode:973",0.00814282248176175,"Poisoning by agents primarily affecting the gastrointestinal system"
"4257","LOINC:71693-6",0.00810942197542895,"immature platelet fraction (group:ipfcbc)"
"2357","PheCode:522.5",0.00804716318393588,"Periapical abscess"
"2735","LOINC:22497-2",0.008036321277483,"rubella ab (titer) (group:rubtitr)"
"4620","LOINC:32680-1",0.00803057645556403,"fine granular casts (/lpf) (group:fgcast)"
"4995","LOINC:14866-8",0.00802950228115512,"pth, intact (pmol/l) (group:pth-pmol)"
"5797","RXNORM:113588",0.00802381320134485,"erythromycin/sulfisoxazole"
"3487","RXNORM:21241",0.0080154839124713,"clobazam"
"4765","PheCode:756.22",0.00799414406572956,"Pectus carinatum"
"2247","RXNORM:42331",0.00798642771795336,"misoprostol"
"3950","LOINC:X1439-9",0.00797459335432942,"ashkenazic gene mutations panel (group:ashkscrn)"
"5556","LOINC:34679-1",0.00797459335432937,"ptpn11 gene analysis (group:ptpn11)"
"5853","LOINC:21689-5",0.00797459335432937,"hbb gene analysis (group:hemachrm)"
"5854","LOINC:60540-2",0.00797459335432937,"a2 globulin gene analysis (group:a2glob)"
"5855","LOINC:X1535-4",0.00797459335432937,"dna extraction (group:dnaext)"
"2593","PheCode:930",0.00797332684391918,"Allergic reaction to food"
"681","LOINC:31950-9",0.00796848807507926,"rsv ag (group:rsv)"
"1338","PheCode:359",0.00794159716357226,"Muscular dystrophies and other myopathies"
"4019","RXNORM:60207",0.00792901960400747,"dorzolamide"
"3375","LOINC:XC459-9",0.00792889994312073,"short ragweed, ige (group:shortrgwd-ige)"
"3378","LOINC:7107-6",0.00791150315014399,"aspergillus ab, igg (group:aspiggs)"
"1762","CCS-PCS:167",0.00789152495411304,"mastectomy"
"506","RXNORM:10689",0.00788440328202218,"tramadol"
"4640","LOINC:13783-6",0.00786729348706487,"normetanephrine/cre, ur (group:normcre)"
"4641","LOINC:13771-1",0.0078672934870647,"metanephrines/cre, urine (group:metancre)"
"4639","LOINC:9645-3",0.00786378771580212,"metanephrine/cre, urine (group:metcrea)"
"7133","LOINC:42358-2",0.00786203325765128,"hla-b5701 (group:hlab57)"
"3913","LOINC:3714-3",0.00785674374106269,"lidocaine - tdm (group:lidotdm)"
"7218","RXNORM:5084",0.00785123716563662,"halcinonide"
"4635","LOINC:13733-1",0.00784649045681396,"dopamine/cre, urine (group:dopacre)"
"4637","LOINC:13782-8",0.00784649045681395,"norepinephrine/cre, urine (group:uepi/cre)"
"4638","LOINC:9641-2",0.00784649045681392,"catecholamines/cre, urine (group:ucatcre)"
"4636","LOINC:13734-9",0.00784649045681388,"epinephrine/cre, urine (group:uepicre)"
"4554","LOINC:50226-0",0.00782711553236401,"rbc clumps (group:rbc-clumps)"
"4056","RXNORM:214392",0.00781292524633242,"chlorpheniramine/hydrocodone"
"5109","LOINC:53849-6",0.00781275370523609,"cgh/htc2 gene analysis (group:cgh)"
"1109","LOINC:2529-6",0.00781188336885272,"LOINC:LACTATE DEHYDROGENASE"
"643","PheCode:261.2",0.00778960742485305,"Vitamin B-complex deficiencies"
"1009","PheCode:495",0.00778446587918893,"Asthma"
"4435","LOINC:53717-5",0.00777155187469105,"yo (purkinje) 1 ab titer (group:yo1abtitr)"
"2888","PheCode:411.41",0.00776530560822581,"Aneurysm and dissection of heart"
"7211","RXNORM:2708",0.00775393901792542,"colistimethate"
"4166","LOINC:X1454-8",0.00774777068825244,"interpretation (chrom. analysis) (group:caint)"
"4431","LOINC:35386-2",0.00774536564974455,"crmp-5 igg ab (group:crmpab)"
"4438","LOINC:33927-5",0.00774536564974453,"amphiphysin ab titer (group:amphi)"
"4436","LOINC:33925-9",0.0077453656497445,"yo (purkinje) 2 ab titer (group:yo2abtitr)"
"6984","LOINC:49883-2",0.00771841056553274,"hbv susceptibility panel (group:hbv-pheno)"
"5629","LOINC:5043-5",0.00771692992164311,"anti-adrenal ab (group:adr)"
"990","PheCode:772.6",0.00770362358299632,"Facial weakness"
"4625","RXNORM:1487514",0.00769520547755175,"umeclidinium"
"510","CCS-PCS:165",0.00769383289657718,"breast biopsy and other diagnostic procedures on breast"
"4955","LOINC:16267-7",0.00768374474425306,"ca co3 crystals (group:uas-caco3)"
"2816","LOINC:12230-9",0.00767925526865776,"LOINC:MACROPHAGES/100 LEUKOCYTES"
"6458","LOINC:5385-0",0.00767860668212738,"tsh receptor ab (group:tshrab)"
"1121","PheCode:260.2",0.00767509647574717,"severe protein-calorie malnutrition"
"3157","PheCode:946",0.00767445245792858,"Anaphylactic shock NOS"
"4356","PheCode:755.4",0.00766994761388881,"Congenital anomalies of upper limb, including shoulder girdle"
"2319","PheCode:614.31",0.00766819660820773,"Acute inflammatory pelvic disease"
"6372","RXNORM:817496",0.00766300533663555,"hydrochlorothiazide/olmesartan"
"3640","PheCode:710.12",0.00765730567949537,"Chronic osteomyelitis"
"2489","LOINC:22293-5",0.00764160174451929,"ebv early ab (group:ebveab)"
"1387","PheCode:994.1",0.00761710650765772,"Systemic inflammatory response syndrome (SIRS)"
"1579","PheCode:585.2",0.00760724773912912,"Renal failure NOS"
"2559","PheCode:442",0.00759792973039312,"Other aneurysm"
"4792","LOINC:32860-9",0.0075973372567419,"tcr alpha/beta (%) (group:tcr(%))"
"4787","PheCode:795.8",0.00759162640560276,"Abnormal tumor markers"
"674","RXNORM:4832",0.00757917524220174,"glucagon"
